District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Kathmandu,Bagmati,Hill,Central,2218,29347,NAVA JEEWAN AWASIYA MA VI SAMAKHUSHI,48.6,60.9,74.8,49.9,57.9,55.9,5,25,5,0,35,0,100
Kathmandu,Bagmati,Hill,Central,2219,29348,THE BLUE MOON BOARDING SCHOOL JAYABAGESHWORI,49.9,58.4,53.3,48.4,57.4,49.9,1,11,4,0,16,1,94.1
Kathmandu,Bagmati,Hill,Central,2220,29349,AAKRITI ENGLISH BOARDING SCHOOL SUBIDHANAGAR KOTESHW,52.2,58,55,43.1,55.8,45.6,1,11,0,0,12,1,92.3
Kathmandu,Bagmati,Hill,Central,2221,29350,AMAR DEEP (ETERNAL LIGHT) PUBLIC SCHOOL NAYABAZAR,48.8,61.2,66.3,56.1,46,42.7,0,8,1,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2222,29351,AMAR JYOTI ENGLISH BOARDING SCHOOL KALANKISTHAN,59.6,67.7,76,56.7,63.3,51.6,6,16,1,0,23,0,100
Kathmandu,Bagmati,Hill,Central,2223,29352,ATULANEEYA (UNIQUE) HIGH SCHOOL SIPHAL,56.4,60.9,76.1,52.3,65.5,53.6,5,32,0,0,37,1,97.4
Kathmandu,Bagmati,Hill,Central,2224,29353,BABA BATIKA MA VI PASHUPATI DEVPATTAN,22.6,29.3,14.9,19,34,31.2,0,6,22,3,31,211,12.8
Kathmandu,Bagmati,Hill,Central,2225,29354,BAJRAYOGINEE ENGLISH SCHOOL SALAMBUTAR SANKHU,49.2,54.5,79.5,59.7,53.7,60.6,3,18,1,0,22,0,100
Kathmandu,Bagmati,Hill,Central,2226,29355,BHAGAWATI MA VI SANKHU,31.9,57,47.6,38.6,55.1,55.9,0,18,18,0,36,14,72
Kathmandu,Bagmati,Hill,Central,2227,29356,BUDDHA JYOTI ENGLISH BOARDING SCHOOL DALLU,57,57.2,68.7,52.8,55.1,60.4,3,19,6,0,28,0,100
Kathmandu,Bagmati,Hill,Central,2228,29357,CENTRAL PUBLIC BOARDING SCHOOL CHHETRAPATI,57.1,49.6,69,50.1,55.1,60,0,7,0,0,7,0,100
Kathmandu,Bagmati,Hill,Central,2229,29358,CHANDIKASWORI ENGLISH AWASIYA MA VI SUNDARIJAL,55.3,66.5,78,44,65.2,60.6,3,29,1,0,33,0,100
Kathmandu,Bagmati,Hill,Central,2230,29359,NATIONAL ACADEMY BUDDHANAGAR NEWBANESHWOR,50.2,54.2,66.8,52.8,60.5,51.9,2,25,1,0,28,0,100
Kathmandu,Bagmati,Hill,Central,2231,29360,CONSTELLATION ACADEMIC GARDEN ENGLISH SCHOOL BISHALN,49.1,59.4,68,50.6,55.4,45.9,1,24,9,0,34,0,100
Kathmandu,Bagmati,Hill,Central,2232,29361,DEEPIKA ENGLISH SCHOOL CHABAHIL,46.7,53.7,46.7,32.3,43.7,44.3,1,14,21,1,37,11,77.1
Kathmandu,Bagmati,Hill,Central,2233,29362,DHRUBATARA ENGLISH SCHOOL CHAPALIGAUN,48.1,60.2,55.5,53.7,55.1,51.2,1,26,5,0,32,4,88.9
Kathmandu,Bagmati,Hill,Central,2234,29363,GRAMMAR PUBLIC SECONDARY SCHOOL KOTESWOR,50.9,65.6,53.7,38,46.2,49.9,3,15,7,0,25,2,92.6
Kathmandu,Bagmati,Hill,Central,2235,29364,GREEN LAWNS ACADEMY BALKHU,51.2,73.3,86.9,58,60,51.6,1,8,0,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2236,29365,ALLIANCE ACADEMY ANAMNAGAR,58.4,61.8,80.8,53.6,60.7,58.3,8,24,0,0,32,0,100
Kathmandu,Bagmati,Hill,Central,2237,29366,JANA UDDHAR MA VI CHUNIKHEL-8 GAMCHA,31.1,43.9,30.8,32.9,41.6,36.3,0,4,8,1,13,19,40.6
Kathmandu,Bagmati,Hill,Central,2238,29367,KAGESHWORI VIDYA MANDIR ALAPOT-3,59.6,65.2,75.2,57.4,59,53.5,2,11,0,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2239,29368,KAMAL ENGLISH BOARDING HIGH SCHOOL BALKHU KULESWOR,48.4,57.4,79.7,55,64.3,61.4,3,15,1,0,19,0,100
Kathmandu,Bagmati,Hill,Central,2240,29369,RELIANCE INTERNATIONAL ACADEMY KAPAN,50.6,57.3,64,45.4,60.4,61.8,14,61,10,0,85,0,100
Kathmandu,Bagmati,Hill,Central,2241,29370,LOVELY ANGELS ENGLISH BOARDING SCHOOL MAITIDEVI,53.7,49.8,51.5,37.7,48.6,41.5,0,4,6,0,10,1,90.9
Kathmandu,Bagmati,Hill,Central,2242,29371,MANAKAMANA ENGLISH BOARDING SCHOOL KOTESHWOR MINI,48.4,60.1,52.5,34.9,40.2,47.7,0,11,6,0,17,6,73.9
Kathmandu,Bagmati,Hill,Central,2243,29372,MANANK CHILDREN'S PARADISE SCHOOL SARASWATINAGAR,54.7,59.1,71.4,55.9,72.1,55.7,1,9,0,0,10,0,100
Kathmandu,Bagmati,Hill,Central,2244,29374,MANGAL MA VI NEW NAIKAP,34.8,56.9,65.9,47.5,64.4,42.1,0,28,13,0,41,3,93.2
Kathmandu,Bagmati,Hill,Central,2245,29375,NATIONAL CHILDREN'S ACADEMY DALLU,42.6,53.8,48,26,47.8,36,0,2,4,1,7,2,77.8
Kathmandu,Bagmati,Hill,Central,2246,29377,NAV KSHITIZ SECONDARY SCHOOL KULESHWOR,53.8,59.8,62.9,42.6,55.8,57.9,0,12,4,0,16,0,100
Kathmandu,Bagmati,Hill,Central,2247,29378,NEIGHBOURHOOD ENGLISH SCHOOL MANDIKHATAR,55.2,63,76.4,54.7,61.2,57.3,4,26,1,0,31,0,100
Kathmandu,Bagmati,Hill,Central,2248,29379,NEW BUDDHA PRAKASH ENGLISH BOARDING SCHOOL JORPATI,55,64.2,71.2,57.5,65.2,52.6,3,34,1,0,38,0,100
Kathmandu,Bagmati,Hill,Central,2249,29380,NEW HIMALAYAN VIDHYA MANDIR HIGH SCHOOL SAMAKHUSI,46.4,60.7,70.2,42.9,58.4,57.2,0,19,3,0,22,2,91.7
Kathmandu,Bagmati,Hill,Central,2250,29381,NIHARIKA SHISHU KUNJA HIGH SCHOOL BALAJU,55,62.5,68.7,56.1,70.2,55.8,3,16,1,0,20,0,100
Kathmandu,Bagmati,Hill,Central,2251,29382,NILKANTHA BOARDING SCHOOL BATTISPUTALI,42.2,55.4,60.9,36.2,46.3,47.2,0,5,5,0,10,0,100
Kathmandu,Bagmati,Hill,Central,2252,29383,NORTH POINT ACADEMY GONGABU,49.2,58.9,64,44.1,55.3,55.2,2,13,8,0,23,0,100
Kathmandu,Bagmati,Hill,Central,2253,29384,OCCIDENTAL PUBLIC SCHOOL ANAMNAGAR,55.5,73.1,76.9,56.5,68.8,60.7,35,50,0,0,85,0,100
Kathmandu,Bagmati,Hill,Central,2254,29385,PACIFIC ACADEMY SHANKHAMUL,53.5,48.9,73.1,48.7,64,48.8,2,13,1,0,16,1,94.1
Kathmandu,Bagmati,Hill,Central,2255,29386,PARADISE ENGLISH BOARDING SCHOOL NAYABAZAR,50.8,49.5,62.8,50,50.5,40.4,0,19,10,0,29,2,93.5
Kathmandu,Bagmati,Hill,Central,2256,29387,PRAGYA AAVA NAMOONA (LYCEUM MODEL) SCHOOL SIFAL-7,52.8,62.6,84.3,53.4,60.8,54.2,13,28,0,0,41,0,100
Kathmandu,Bagmati,Hill,Central,2257,29388,SARASWOTI BHAKTA VIDYA MANDIR RAMKOT,46.3,52.7,77.9,42.1,56.4,40.2,0,12,0,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2258,29389,SHISHU MILAN ENGLISH SCHOOL CHUNIKHEL,41.7,53.7,52.8,42.8,49.9,43.3,2,9,11,0,22,4,84.6
Kathmandu,Bagmati,Hill,Central,2259,29390,SHREE KAMANA BOARDING HIGH SCHOOL GONGABU,48.9,69.9,64.8,50.9,60.6,49.1,3,20,2,0,25,1,96.2
Kathmandu,Bagmati,Hill,Central,2260,29391,STANDARD CO-ED SCHOOL KALANKISTHAN,61.8,59.2,63.1,48.7,60.6,52.1,1,10,3,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2261,29392,SUNKOSHI SCHOOL BABARMAHAL,39.5,42.2,41.5,32.7,42.4,45.4,0,8,7,0,15,0,100
Kathmandu,Bagmati,Hill,Central,2262,29393,THE SPANGLE BOARDING SCHOOL KALIKASTHAN DILLIBAZAR,51,56.9,66.6,46.5,63.3,57.8,1,21,0,0,22,0,100
Kathmandu,Bagmati,Hill,Central,2263,29395,WILSON ACADEMY SWAYAMBHU,48,55.4,70.3,52.7,51.1,42.9,1,14,6,0,21,1,95.5
Kathmandu,Bagmati,Hill,Central,2264,29396,KATHMANDU BERNHARDT HIGHER SECONDARY SCHOOL TAHACH,54.3,56.8,68.9,47,58.8,65.7,4,39,1,0,44,2,95.7
Kathmandu,Bagmati,Hill,Central,2265,29397,CAMBRIDGE PUBLIC HIGH SCHOOL OLD BANESHWOR,57.5,66.5,81.8,54.7,56.3,56.7,15,56,1,0,72,0,100
Kathmandu,Bagmati,Hill,Central,2266,29398,JESSE'S INTERNATIONAL BOARDING SECONDARY SCHOOL SATUN,46.6,60.2,66.9,49.7,69.8,45.7,1,7,2,0,10,0,100
Kathmandu,Bagmati,Hill,Central,2267,29399,CITY ENGLISH SCHOOL KOTESHWOR,45.8,55.6,54.7,27.8,37.6,42.1,0,7,6,0,13,5,72.2
Kathmandu,Bagmati,Hill,Central,2268,29400,DENEB INTERNATIONAL SCHOOL THAPAGAUN,57.7,68,76.8,50.7,63,49,4,17,0,0,21,0,100
Kathmandu,Bagmati,Hill,Central,2269,29401,ARUN JYOTI VIDYA MANDIR JORPATI,46.9,68.8,64.8,49.6,52.2,54.1,3,19,3,0,25,1,96.2
Kathmandu,Bagmati,Hill,Central,2270,29402,SNEHA ENGLISH SCHOOL SINAMANGAL,54.6,59.9,73.4,45.8,66,50.4,1,15,1,0,17,0,100
Kathmandu,Bagmati,Hill,Central,2271,29403,MOUNT SAGARMATHA BRILLIANT'S ACADEMY GURJUDHARA,52.5,58.4,75.3,46.1,67.7,50.7,2,12,0,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2272,29404,YASHASVI SECONDARY SCHOOL SITAPAILA,50.8,60.8,49.3,42.2,54.5,47.2,0,3,2,0,5,1,83.3
Kathmandu,Bagmati,Hill,Central,2273,29405,SATHYA SAI SHIKSHA SADAN TOKHA,61.8,69.2,74.6,47.2,71.6,54.9,5,25,1,0,31,1,96.9
Kathmandu,Bagmati,Hill,Central,2274,29406,OM EDUCATION ACADEMY CHHETRAPATI,42.4,50.1,59.8,48,63.8,52.5,3,5,6,0,14,2,87.5
Kathmandu,Bagmati,Hill,Central,2275,29407,JANAKALYAN MA VI MAHADEVSTHAN KISIPIDE,40.2,62.6,73.2,48.9,58.9,55.6,1,18,2,0,21,0,100
Kathmandu,Bagmati,Hill,Central,2276,29408,JANAJAGRITI GYAN-RASHMI MA VI BALAJUTAR,49.3,60.1,63.8,45.5,50.2,40.6,0,24,5,0,29,0,100
Kathmandu,Bagmati,Hill,Central,2277,29409,GAJURMUKHEE BOARDING SCHOOL RAMKOT-4 DANDAPAUWA,52.4,73.5,68,45.5,70.4,47,1,22,1,0,24,0,100
Kathmandu,Bagmati,Hill,Central,2278,29410,MAHENDRA RASTRIYA MA VI BALUWATAR,32.3,43.8,41.5,29.9,56.7,50.1,0,11,32,0,43,14,75.4
Kathmandu,Bagmati,Hill,Central,2279,29411,MAHAN SIDDHARTHA SCHOOL KUMARIGAL,47.3,58,49.1,42.4,44,45.2,0,9,7,0,16,2,88.9
Kathmandu,Bagmati,Hill,Central,2280,29412,MARSHYANGDI BOARDING SCHOOL NAYABAZAR,43.7,55,79.3,49.6,65.9,59.7,1,5,1,0,7,0,100
Kathmandu,Bagmati,Hill,Central,2281,29414,MAHALAXMI ENGLISH HIGH SCHOOL PHUTUNG-6,57,65.2,78.2,52.3,60.5,56.1,3,21,1,0,25,0,100
Kathmandu,Bagmati,Hill,Central,2282,29415,YUYUTSHU ENGLISH SCHOOL KAPAN,50.3,62.4,78.3,51.7,63.9,65.6,0,7,0,0,7,0,100
Kathmandu,Bagmati,Hill,Central,2283,29416,GORAKHKALI ENGLISH BOARDING SCHOOL BALAJU,58.8,66.3,68.3,61.6,42.1,50.7,3,26,0,0,29,0,100
Kathmandu,Bagmati,Hill,Central,2284,29417,OPEN-HOUSE ENGLISH SCHOOL BHURUNGKHEL,51.1,55.2,53.3,45.2,55.4,44,0,14,11,0,25,4,86.2
Kathmandu,Bagmati,Hill,Central,2285,29419,ALKAPURI SECONDARY ENGLISH SCHOOL DHALKUCHOWK,51.7,56.4,54.3,55.4,58.1,56.7,1,6,2,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2286,29420,CHILDREN'S ETERNAL ACADEMY NAYABAZAR,47.6,60.3,71.7,49.7,69,60,2,8,0,0,10,0,100
Kathmandu,Bagmati,Hill,Central,2287,29421,GREEN PEACE ACADEMY GANABAHAL,46.8,50.8,62.2,34.8,52.8,54,1,19,2,0,22,0,100
Kathmandu,Bagmati,Hill,Central,2288,29422,BIGYAN ENGLISH BOARDING SCHOOL MANDIKATAR,47.5,58.2,64.2,44.3,58.5,56.3,0,11,1,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2289,29423,ANGEL LORD (DEBDOOT) ACADEMY HIGH SCHOOL KOTESHWOR,59.9,71.3,80.9,51.4,62.7,59,6,16,1,0,23,0,100
Kathmandu,Bagmati,Hill,Central,2290,29424,PEACE POINT BOARDING SCHOOL SINAMANGAL,56.2,61,76,48,59.7,51.3,3,14,3,0,20,1,95.2
Kathmandu,Bagmati,Hill,Central,2291,29425,SOUTH VALLEY ENGLISH SCHOOL KIRTIPUR,51.6,57.1,59.9,40.6,54.1,45.2,0,10,6,0,16,1,94.1
Kathmandu,Bagmati,Hill,Central,2292,29426,SIRJANA VIDYA MANDIR SYUCHATAR,39,48.8,45.2,33.9,45.1,37.8,2,6,9,0,17,3,85
Kathmandu,Bagmati,Hill,Central,2293,29427,THANKOT ENGLISH SCHOOL THANKOT,52.3,60.2,80.8,56.7,63.9,51.3,1,15,0,0,16,0,100
Kathmandu,Bagmati,Hill,Central,2294,29428,GUINNESS PUBLIC ENGLISH SCHOOL DHARMASTHALI,50.8,63.8,50,45.4,46.8,43.6,0,3,1,0,4,1,80
Kathmandu,Bagmati,Hill,Central,2295,29429,TRIVENI SADAN ENGLISH SECONDARY SCHOOL JHOR,44.4,45.5,47.7,34.6,54.7,47.1,0,5,10,0,15,3,83.3
Kathmandu,Bagmati,Hill,Central,2296,29430,ANKUR VIDYASHRAM MA VI BATTISPUTALI,57.3,70.6,91.1,54.9,66.1,53.7,24,7,0,0,31,0,100
Kathmandu,Bagmati,Hill,Central,2297,29431,BAL VIKAS MA VI ICHANGU,27.5,40.5,23.5,31.5,25.8,27.8,0,1,2,0,3,7,30
Kathmandu,Bagmati,Hill,Central,2298,29432,JANAKALYAN MA VI MAHANKAL BOUDHA,30.3,54.2,29.9,25.1,45.8,45.4,0,10,21,1,32,47,40.5
Kathmandu,Bagmati,Hill,Central,2299,29433,ACTIVE IDEAL MODEL SCHOOL (AIMS) GONGABUN,39.9,56.4,47.9,31.5,45.6,52.2,0,4,10,0,14,2,87.5
Kathmandu,Bagmati,Hill,Central,2300,29434,EVERGREEN ENGLISH SCHOOL SANKHU,46.7,53.1,69.9,58.1,46.4,61.6,3,18,3,0,24,1,96
Kathmandu,Bagmati,Hill,Central,2301,29435,MINILAND ENGLISH HIGH SCHOOL DANCHHI THALI-7,52.4,61,73.6,50,71.7,56.2,2,21,1,0,24,0,100
Kathmandu,Bagmati,Hill,Central,2302,29436,CANVAS BOARDING SCHOOL NAYABANESHWOR,53.1,61.6,89.6,52.9,64.2,60,4,21,0,0,25,0,100
Kathmandu,Bagmati,Hill,Central,2303,29437,LITTLE MOON (BALCHANDRA) ENGLISH SCHOOL KAPANFAIKA,54.9,60.1,66.8,48.6,65.9,49.4,0,7,0,0,7,2,77.8
Kathmandu,Bagmati,Hill,Central,2304,29438,ANUPAM (UNIQUE) ENGLISH BOARDING SCHOOL LAZIMPAT,55.7,65.9,69.4,45.2,51.8,47.8,0,13,0,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2305,29439,LORD BUDDHA ACADEMIC CENTRE MAHARAJGUNJ,44.2,41.2,38.5,34.8,60.5,47.5,0,4,3,0,7,5,58.3
Kathmandu,Bagmati,Hill,Central,2306,29440,MOUNT GLORY ENGLISH BOARDING HIGH SCHOOL CHAGAL,52.1,62.5,77.3,53.7,67.2,61,9,19,1,0,29,0,100
Kathmandu,Bagmati,Hill,Central,2307,29441,HARATI ENGLISH SECONDARY SCHOOL THAMEL,25.9,33.8,30,25.2,38.3,38.5,0,0,4,0,4,9,30.8
Kathmandu,Bagmati,Hill,Central,2308,29442,BAL BIKAS BOARDING SCHOOL BUDHANILKANTHA,45.2,52.4,57.6,52.2,59.9,54.2,0,31,6,0,37,6,86
Kathmandu,Bagmati,Hill,Central,2309,29443,VIDYODAYA ENGLISH SCHOOL DALLU,53.9,57.4,62.9,44.6,59.7,48.3,3,17,5,0,25,4,86.2
Kathmandu,Bagmati,Hill,Central,2310,29444,BRIGHT LAND ENGLISH SECONDARY SCHOOL BHOTEBAHAL,49.2,56.8,69,37.8,61.7,55.2,0,8,3,0,11,0,100
Kathmandu,Bagmati,Hill,Central,2311,29445,CHAHANA INTERNATIONAL ACADEMY KAPAN,52.5,58.5,78.5,52.4,55.6,46.6,8,60,0,0,68,0,100
Kathmandu,Bagmati,Hill,Central,2312,29446,MOUNT SEB SCHOOL JADIBUTI KOTESHOR,56.3,64,77.2,48.1,55.9,52.1,5,19,0,0,24,0,100
Kathmandu,Bagmati,Hill,Central,2313,29447,PUBLIC ENGLISH SCHOOL CHAMATIPHANT-15,49.7,66.1,67.2,42.5,58.2,59.6,2,26,6,0,34,1,97.1
Kathmandu,Bagmati,Hill,Central,2314,29450,LITTLE BUDDHA'S ACADEMY SWAYAMBHU,30.9,49.1,27.1,20.5,44.5,35.8,1,7,7,0,15,37,28.8
Kathmandu,Bagmati,Hill,Central,2315,29451,BUDDHA ACADEMY BOARDING SCHOOL BOUDHA JORPATI,56.8,66.1,86.5,62,61.7,45.3,5,22,0,0,27,0,100
Kathmandu,Bagmati,Hill,Central,2316,29452,MOTHERLAND SCHOOL NEW NAIKAP,53,61.3,66.5,54.3,59.5,53.9,1,7,0,0,8,0,100
Kathmandu,Bagmati,Hill,Central,2317,29453,JEMS JUGAL ENGLISH MEDIUM SCHOOL BHADRABAS,52.9,53.8,67,54.5,56.6,51.3,1,14,2,0,17,0,100
Kathmandu,Bagmati,Hill,Central,2318,29454,VIDHYA AARJAN ENGLISH SCHOOL MULPANI,58.3,63.4,92.7,56.8,66.1,53.6,8,15,0,0,23,0,100
Kathmandu,Bagmati,Hill,Central,2319,29455,SIDDHARTHA CHILDREN ACADEMY LAMPATI KALANKI,35.3,41.8,34.2,41.8,39.6,40.6,0,4,11,0,15,10,60
Kathmandu,Bagmati,Hill,Central,2320,29456,SWATI SADAN ENGLISH BOARDING SCHOOL BALAJU,46.1,60.7,64.9,51.3,58.4,52.5,0,10,4,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2321,29457,SUNSHINE SCHOOL MAHADEVSTHAN CHECKPOST,50.6,60.4,75.1,51.8,60.2,48.1,4,7,3,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2322,29458,AAKASH GANGA SECONDARY SCHOOL BALAJU,29,42.9,28.5,20.9,40.4,38.6,0,3,16,0,19,26,42.2
Kathmandu,Bagmati,Hill,Central,2323,29459,CARE ENGLISH BOARDING SCHOOL GAUSHALA,56.6,67.8,71.9,51.1,64.5,53,5,15,1,0,21,0,100
Kathmandu,Bagmati,Hill,Central,2324,29460,SYPRES PUBLIC MA VI DHUMBARAHI,51.5,54.6,47.1,41.6,62.3,50.5,0,8,3,0,11,1,91.7
Kathmandu,Bagmati,Hill,Central,2325,29461,MAHAKAVI DEVKOTA MEMORIAL MA VI MULPANI-6,52.1,53.9,67.5,43.2,58.7,49.9,1,26,6,0,33,2,94.3
Kathmandu,Bagmati,Hill,Central,2326,29462,GLORIOUS PUBLIC MA VI THAPATHALI,55.1,58.3,74.1,52.7,59.3,55.3,13,96,2,0,111,1,99.1
Kathmandu,Bagmati,Hill,Central,2327,29463,MODEL SCHOOL THANKOT,58.7,63.8,86.4,54.9,69.6,52.6,12,22,0,0,34,0,100
Kathmandu,Bagmati,Hill,Central,2328,29464,SARASWOTI ACADEMY ENGLISH SCHOOL CHABAHIL SARASWATIN,53,55.9,62.3,47.7,61.7,51.3,1,19,3,0,23,3,88.5
Kathmandu,Bagmati,Hill,Central,2329,29465,RIVER VALLEY HIGH SCHOOL KIRTIPUR,17,33.2,21.4,5.2,24.4,27.6,0,0,0,0,0,5,0
Kathmandu,Bagmati,Hill,Central,2330,29466,BRITISH GURKHA ACADEMY HIGH SCHOOL BANSBARI,58.6,61.2,65.6,52.6,59.8,48.9,2,24,2,0,28,0,100
Kathmandu,Bagmati,Hill,Central,2331,29468,GANESH ENGLISH SECONDARY SCHOOL TOKHA,43.9,48.5,39.3,31.5,52,37,0,4,2,0,6,5,54.5
Kathmandu,Bagmati,Hill,Central,2332,29469,GYAN BHUMI SCHOOL PHUTUNG,52.4,64,55.5,42,42.6,46.4,1,12,9,0,22,4,84.6
Kathmandu,Bagmati,Hill,Central,2333,29470,HIM RASHMI HIGH SCHOOL MANAMAIJU DANDAGAUN,58.1,66.9,67.7,53.1,60.6,51.9,8,30,1,0,39,0,97.5
Kathmandu,Bagmati,Hill,Central,2334,29471,ROSY GARDEN SCHOOL MAIJUBAHAL CHABAHIL,53.9,62.4,86.5,49.8,69.1,49,3,15,0,0,18,0,100
Kathmandu,Bagmati,Hill,Central,2335,29472,MANJUGHOKSHA ACADEMY KUMARIGAL,54,61,67.3,46,58.8,58.6,0,8,0,0,8,0,100
Kathmandu,Bagmati,Hill,Central,2336,29473,NAVA MANJUSHREE SCHOOL SHANTINAGAR BOUDHA,50.2,58.1,55.4,38.8,50.8,38.1,0,7,8,0,15,1,93.8
Kathmandu,Bagmati,Hill,Central,2337,29474,GEETANJALI ENGLISH SCHOOL PAHIKOTOLE SOHARAKHUTTE,45.5,49,48.1,40.4,44.1,40.1,0,1,5,0,6,2,75
Kathmandu,Bagmati,Hill,Central,2338,29475,CAMBRIDGE INTERNATIONAL BOARDING SCHOOL PURANONAIKAP,47.4,68.1,59.8,48.3,47.2,43.5,0,10,3,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2339,29477,IDEAL ENGLISH SCHOOL MAIJUBAHAL,56.8,59.3,71.3,57.9,57.2,48.7,3,53,2,0,58,0,100
Kathmandu,Bagmati,Hill,Central,2340,29478,SWAYAMBHU ENGLISH BOARDING SCHOOL SWAYAMBHU BALAJU,55.2,52,74,43.9,58.5,39.3,0,10,3,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2341,29479,ELEGANT PEARL ENGLISH SCHOOL BALAJU,53.4,69.4,76.7,56.8,72.7,60.2,5,3,1,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2342,29481,AMRIT BOARDING SCHOOL MHEPI NAYABAZAR,57.4,59.9,68.6,50.2,58.6,49.6,2,18,3,0,23,0,100
Kathmandu,Bagmati,Hill,Central,2343,29482,JOSEPH ENGLISH SCHOOL MAHANKAL SHANTINAGAR,51,60.1,68.7,41.2,63.5,49.6,2,39,11,0,52,0,100
Kathmandu,Bagmati,Hill,Central,2344,29483,PHUTUNG MA VI PHUTUNG JAYANTINAGAR,35.9,55.6,47.2,52.5,54.6,49.7,0,6,5,0,11,2,84.6
Kathmandu,Bagmati,Hill,Central,2345,29484,ASHIRVAD BOARDING SCHOOL BALUWATAR,55.4,52.7,67.5,51.8,73.1,56.6,1,13,0,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2346,29485,NEXT GENERATION RESIDENTIAL ACADEMY YETKHA,48.4,60.2,66,49,57.3,56.5,1,9,3,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2347,29486,NEELGIRI SCHOOL PAKNAJOLE,49.6,61.1,73.4,49.4,70.9,60.1,4,10,0,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2348,29487,PRITIMA ENGLISH SECONDARY SCHOOL SINAMANGAL,55,54.9,74.5,48.7,59.6,51.6,1,21,0,0,22,0,100
Kathmandu,Bagmati,Hill,Central,2349,29488,NEW SHRINE BOARDING SCHOOL PINGANSTHAN GAUSHALA,50,57.1,62.3,37.4,59.9,58.9,3,23,6,0,32,2,94.1
Kathmandu,Bagmati,Hill,Central,2350,29489,PROLIFIC ENGLISH BOARDING SCHOOL DHUMBARAHI,53.8,60.3,75.3,55.7,58.9,58.5,5,31,2,0,38,0,100
Kathmandu,Bagmati,Hill,Central,2351,29490,NEW GENERATION INTERNATIONAL SECONDARY SCHOOL NAIK,42.2,50.7,50.7,36.3,49.9,35.6,0,3,8,0,11,1,91.7
Kathmandu,Bagmati,Hill,Central,2352,29491,HIMSHRINKHALA ACADEMY SCHOOL NAYAPATI,53.2,51.8,71,58,62.9,50,0,25,4,0,29,0,100
Kathmandu,Bagmati,Hill,Central,2353,29492,ALLIED CO-ED SCHOOL KAMALPOKHARI,43.7,46,62.5,50.2,34.9,36.9,0,9,14,0,23,2,92
Kathmandu,Bagmati,Hill,Central,2354,29493,SAPTA GANDAKI BOARDING SCHOOL DHAPASI,41.6,55.6,60.9,34.3,56.4,41.8,0,5,2,0,7,1,87.5
Kathmandu,Bagmati,Hill,Central,2355,29494,AMAR JYOTI MA VI SYUCHATAR,41.9,64.1,58.7,56.5,58.4,52.5,0,22,3,0,25,1,96.2
Kathmandu,Bagmati,Hill,Central,2356,29495,SEASON ENGLISH BOARDING SCHOOL BANESHWOR,48.6,64.3,57.7,50.9,45.8,49,0,14,5,0,19,2,90.5
Kathmandu,Bagmati,Hill,Central,2357,29496,NAWA SIRJANA ENGLISH SCHOOL SHANKHAMUL,53.6,62,70.5,47.8,54.8,47.9,8,28,2,0,38,0,100
Kathmandu,Bagmati,Hill,Central,2358,29497,NEW STAR POLE ENGLISH SCHOOL GOTHATAR,51.9,55.5,72.5,57,62.5,51.1,5,25,1,0,31,0,100
Kathmandu,Bagmati,Hill,Central,2359,29498,PRINCETON INTERNATIONAL BOARDING SCHOOL,54.4,58.2,77.6,52.2,59.1,49.4,4,22,1,0,27,0,100
Kathmandu,Bagmati,Hill,Central,2360,29499,HIMSHIKHAR BOARDING SCHOOL,58.8,72.5,85.5,60,72.3,55.2,7,7,0,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2361,29500,SWAPNA VATIKA SCHOOL BUDDHANAGAR,52.8,69.6,65.1,53,56.7,48.9,1,15,0,0,16,0,100
Kathmandu,Bagmati,Hill,Central,2362,29501,DALEKI SECONDARY SCHOOL SAMAKHUSI,43.4,54.6,52.4,33.8,57,44.4,0,2,3,0,5,0,100
Kathmandu,Bagmati,Hill,Central,2363,29502,THE SUNSHINE ENGLISH BOARDING SCHOOL SW,48.9,56.4,58.7,44.1,55.8,43.5,1,6,5,0,12,2,85.7
Kathmandu,Bagmati,Hill,Central,2364,29503,GURUKUL PUBLIC SCHOOL NEPALTAR MANAMAIJU,56.1,57.8,61.4,55.3,34.6,35.9,0,9,1,0,10,1,90.9
