District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Dhading,Bagmati,Hill,Central,1624,26018,NIRANJANA MA VI MARPAK,29.8,43.9,38.7,34.4,46,42.8,0,2,28,3,33,6,84.6
Dhading,Bagmati,Hill,Central,1625,26019,BAGESHWARI MA VI RICHOKTAR,28.8,49.1,47.4,27.9,47.7,42.1,0,18,55,0,73,42,63.5
Dhading,Bagmati,Hill,Central,1626,26020,SATYABATI MA VI ADAMGHAT,25,55.8,48.2,32.5,45.1,37.7,0,17,48,1,66,56,54.1
Dhading,Bagmati,Hill,Central,1627,26021,TRIPURA SUNDARI MA VI KHARI,24.3,54.9,38.5,29.8,43.9,44.2,0,5,23,0,28,29,49.1
Dhading,Bagmati,Hill,Central,1628,26022,MAHENDRODAYA MA VI CHHATREDEURALI,15.2,39.2,28.7,31.8,36.2,34.9,0,4,3,0,7,47,13
Dhading,Bagmati,Hill,Central,1629,26023,SUNDARI MA VI AGINCHOWK,20.4,42.3,27.6,33.8,45.1,35,0,1,12,0,13,25,34.2
Dhading,Bagmati,Hill,Central,1630,26024,MAHENDRODAYA MA VI MULPANI,24.4,45.3,33.3,35.1,44.1,33.6,0,2,12,1,15,21,41.7
Dhading,Bagmati,Hill,Central,1631,26025,SALYANKOT MA VI AGINCHOK,25.1,51.5,45.6,35.6,40.2,37.3,0,0,17,0,17,7,70.8
Dhading,Bagmati,Hill,Central,1632,26026,SARSWOTI MA VI DHUWAKOT,29.4,43.2,37.9,33.6,44.7,42.1,0,7,33,2,42,17,71.2
Dhading,Bagmati,Hill,Central,1633,26027,JYOTI MA VI KEWALPUR,29.5,57,46.1,35.5,52.7,42,0,25,56,2,83,29,74.1
Dhading,Bagmati,Hill,Central,1634,26028,MAHENDRA BARAHI MA VI KATUNJE,16.9,33.6,22.1,22.7,32.4,27.8,0,0,3,6,9,55,14.1
Dhading,Bagmati,Hill,Central,1635,26029,SIDDHESHWAR MA VI NALANG,31.5,51.8,41.9,27,43.5,46.1,0,11,33,0,44,24,64.7
Dhading,Bagmati,Hill,Central,1636,26030,CHANDESHWARI MA VI NIGALPANI,27.5,50.7,43.1,27.9,48.3,38.9,0,3,48,0,51,27,65.4
Dhading,Bagmati,Hill,Central,1637,26031,MAHALAXMI MA VI BASERI,27.3,49.8,44.7,38,49.9,38.2,0,7,36,1,44,11,80
Dhading,Bagmati,Hill,Central,1638,26032,MAHAKALESHWARI MA VI THAKRE,25.3,49.1,29.6,25.5,39.8,38.9,0,4,27,0,31,45,40.8
Dhading,Bagmati,Hill,Central,1639,26033,MAHENDRODAYA MA VI GAJURI-7,21.9,39,33.6,23.7,45.6,36.9,0,0,7,0,7,9,43.8
Dhading,Bagmati,Hill,Central,1640,26034,SHANKHA DEVI MA VI JYAMRUNG,23.6,48.3,37.1,27.3,48.8,38.5,0,3,16,3,22,29,43.1
Dhading,Bagmati,Hill,Central,1641,26035,MINDUKA MA VI NALANG,20.2,52.5,44.6,29.4,43,45,0,1,7,0,8,23,25.8
Dhading,Bagmati,Hill,Central,1642,26036,BARAHA KALIKA MA VI PURSU,20.5,49.2,46.9,26.5,46.6,42.5,0,5,13,0,18,37,32.7
Dhading,Bagmati,Hill,Central,1643,26037,KARKI GAUN MA VI SALYANKOT,28.6,53.3,47.4,37.6,45.7,36.4,0,6,20,1,27,7,79.4
Dhading,Bagmati,Hill,Central,1644,26038,CHAUTARA MA VI SEMJONG,25.8,34.5,17.3,27.3,37.1,39.8,0,0,7,1,8,24,25
Dhading,Bagmati,Hill,Central,1645,26039,MUKRAP DEVI MA VI SERTUNG,32.6,46.8,43.6,32.1,37.7,40.3,0,0,4,3,7,2,77.8
Dhading,Bagmati,Hill,Central,1646,26040,TRIPURA SUNDARI MA VI SALYANKOT KATHERI,23.8,46.1,34.3,31.3,43.5,34.2,0,1,10,2,13,11,54.2
Dhading,Bagmati,Hill,Central,1647,26041,MAHENDRA MA VI NILKANTHA SANKHU,25,54.1,38.8,26.1,48.9,42.9,0,6,19,0,25,25,50
Dhading,Bagmati,Hill,Central,1648,26042,MAHAKALI MA VI TASARPU BAHUNSTHAN,23.5,44.9,35.3,22.3,36.1,33.6,0,4,9,4,17,18,48.6
Dhading,Bagmati,Hill,Central,1649,26043,SHANKHA DEVI MA VI MAJHIMTAR JOGIMARA,28.6,57.6,51.3,32.3,45.8,36.4,0,7,13,0,20,7,74.1
Dhading,Bagmati,Hill,Central,1650,26044,KALIDEVI MA VI SALANG AARUBAS,28.5,51.3,29.3,22.8,43.8,42.5,0,2,7,2,11,14,44
Dhading,Bagmati,Hill,Central,1651,26045,KIRANCHOK KARKIDANDA MA VI BAIRENI KARKIDANDA,19.1,55.8,36.3,37.1,46.6,40.6,0,2,2,0,4,13,23.5
Dhading,Bagmati,Hill,Central,1652,26046,PIPAL BHANJYANG MA VI MAHADEVSTHAN,17.6,33.7,35.5,26.3,34.6,28.4,0,1,4,0,5,17,22.7
Dhading,Bagmati,Hill,Central,1653,26047,DHADING BOARDING SCHOOL DHADING BENSI,55.6,61.2,84.5,50.7,60.7,58.3,5,21,0,0,26,0,100
Dhading,Bagmati,Hill,Central,1654,26049,GANESH KUNDA MA VI DARKHA,37.5,50.3,38.5,38,48.9,43.7,0,2,25,0,27,3,90
Dhading,Bagmati,Hill,Central,1655,26050,MAHADEVSTHAN MA VI JEEVANPUR KUMAIKHOLA,15.9,42.5,25.8,31,40.2,36.2,0,0,3,0,3,37,7.5
Dhading,Bagmati,Hill,Central,1656,26051,SANGKOSH MA VI SANGKOSH PACHGHARE,23.3,50.8,37.4,25.1,46.2,39.3,0,1,22,0,23,30,43.4
Dhading,Bagmati,Hill,Central,1657,26052,BRIGHT FUTURE MA VI MALEKHU,49.3,56.1,69.4,33.6,62.3,47.8,0,11,4,0,15,0,100
Dhading,Bagmati,Hill,Central,1658,26053,REE GAUN MA VI REE,32.2,45.2,30.5,32.1,36.8,41.7,0,0,10,2,12,7,63.2
Dhading,Bagmati,Hill,Central,1659,26054,AKALA DEVI MA VI SALANG,23.2,44.9,36.3,24.6,38.4,37.5,0,0,7,2,9,20,31
Dhading,Bagmati,Hill,Central,1660,26055,SUNGABHA ACADEMY MA VI DHADINGBESI,46.5,56.1,69.5,45.2,57.8,55.1,0,12,1,0,13,0,100
Dhading,Bagmati,Hill,Central,1661,26056,KUNDALA DEVI MA VI KATUNJE,30.2,38.7,27.3,29.2,38.8,37.2,0,1,8,1,10,8,55.6
Dhading,Bagmati,Hill,Central,1662,26057,LAPA SECONDARY MA VI LAPA DHADING,29,43,28.1,28,37.1,39.1,0,0,3,2,5,3,62.5
Dhading,Bagmati,Hill,Central,1663,26059,BLOOMING LOTUS ENGLISH SCHOOL JEVANPUR DHADING,42.9,61.3,66.9,47.8,64.3,48.2,0,16,1,0,17,0,100
Dhading,Bagmati,Hill,Central,1664,26060,CHILDREN PARK SECONDARY BOARDING SCHOOL NEELKANTHA,48,58.4,69.9,45.6,54.6,55.3,2,10,3,0,15,1,93.8
Dhading,Bagmati,Hill,Central,1665,26061,KIRANCHOK MA VI PRAWANG KIRANCHOK,22.5,52.7,38.5,35.8,43.9,39.5,0,4,12,0,16,23,41
Dhading,Bagmati,Hill,Central,1666,26062,DHUNIBESHI SECONDARY BOARDING SCHOOL KHANIKHOLA-2 NA,56.1,64.1,65.8,42.6,63,50.8,0,8,0,0,8,0,100
Dhading,Bagmati,Hill,Central,1667,26063,KARNESWHOR MA VI SUNAULA BAJAR,21.6,49.2,40.1,25.2,49.5,38.9,0,1,5,0,6,14,30
Dhading,Bagmati,Hill,Central,1668,26064,KIBOU INTERNATIONAL SCHOOL DHADING,52.6,58.9,79.1,42.3,57.8,56.4,0,7,1,0,8,0,100
Dhading,Bagmati,Hill,Central,1669,26065,DILLI SABITRI SECONDARY SCHOOL NAUBISE,26.4,56.7,42.7,30.8,43.8,40.8,0,2,15,0,17,8,68
Kavre,Bagmati,Hill,Central,1670,27000,PRIVATE  KAVREPALANCHOK,25.2,41.3,35.2,20.8,46.9,32.8,0,1,56,26,83,97,45.9
Kavre,Bagmati,Hill,Central,1671,27001,SANJIWANI MA VI DHULIKHEL,28.6,51.5,31.9,35.3,47.6,40.6,1,27,50,0,78,28,73.6
Kavre,Bagmati,Hill,Central,1672,27002,SARBA MANGALA MA VI PANCHKHAL,22.9,48.4,34.9,28.7,39.7,37.2,0,12,56,5,73,104,41.2
Kavre,Bagmati,Hill,Central,1673,27003,PRABHA MA VI KATTIKE DEURALI,38.8,51.6,50.2,37,44.6,41.5,0,26,60,6,92,1,98.9
Kavre,Bagmati,Hill,Central,1674,27004,BHAGVATI MA VI JOGITHUMKA KHARELTHOK,25.1,47.3,49.4,34.8,45.9,46.5,0,3,24,0,27,14,65.9
Kavre,Bagmati,Hill,Central,1675,27005,DEDITHUMKA MA VI MANDAN,34.7,52.5,45.7,34.8,47.2,44.2,0,33,88,2,123,9,92.5
Kavre,Bagmati,Hill,Central,1676,27006,PANCHA KANYA MA VI THULOPARSEL,42.7,60.2,39.3,39.4,49.3,44.4,0,18,30,1,49,8,86
Kavre,Bagmati,Hill,Central,1677,27007,PRAKASH MA VI BHUMLUTAR,31.3,44.4,58.6,31.1,41.1,45.2,0,10,42,2,54,6,90
Kavre,Bagmati,Hill,Central,1678,27008,DIPENDRA PRAHARI AWASIYA MA VI SANGA,56.9,60.3,61,51.3,63.9,53.9,14,97,18,0,129,0,100
Kavre,Bagmati,Hill,Central,1679,27009,PARVATI MA VI DHUNKHARKA,35.8,57.5,34.6,34.2,52.1,40.8,1,8,17,1,27,22,55.1
Kavre,Bagmati,Hill,Central,1680,27010,MANGAL JANA VIJAYA MA VI MANGALTAR,27.2,51.5,45.2,28.6,47.5,36.4,0,11,44,9,64,22,74.4
Kavre,Bagmati,Hill,Central,1681,27011,SHARADA MA VI PHALATE,25.9,49.3,38.4,31.9,39.1,40,0,10,19,0,29,6,82.9
Kavre,Bagmati,Hill,Central,1682,27012,KUSHA DEVI MA VI BIHABAR,20.8,45.4,37.8,33.6,50.5,43.4,0,20,43,3,66,105,38.6
Kavre,Bagmati,Hill,Central,1683,27013,AZAD MA VI BANEPA,28.3,56.2,39.4,32.2,48.8,35.9,0,13,25,0,38,12,76
Kavre,Bagmati,Hill,Central,1684,27014,INDRESWAR MA VI PANAUTI,30.8,59.5,34.9,25.5,46.4,35,0,12,56,12,80,47,63
Kavre,Bagmati,Hill,Central,1685,27015,KRISHNA MA VI DAPCHA,30.1,56.5,51.2,37.5,44,46.3,0,17,38,2,57,8,87.7
Kavre,Bagmati,Hill,Central,1686,27016,CHANDESWARI MA VI NALA,24.2,42.4,27.8,23.7,38.3,30.9,0,8,23,0,31,30,50.8
Kavre,Bagmati,Hill,Central,1687,27017,SHREE RAM MA VI KHOPASHI,29.5,59.6,35.8,35.9,49.2,42.5,0,10,28,1,39,23,62.9
Kavre,Bagmati,Hill,Central,1688,27018,KANPUR MA VI KANPUR,44.8,57.4,45.4,34.9,46.4,41,0,9,38,2,49,3,94.2
Kavre,Bagmati,Hill,Central,1689,27019,MAHENDRA MA VI SHANGA,19.7,50.7,23,29.7,41,47,0,3,11,0,14,61,18.7
Kavre,Bagmati,Hill,Central,1690,27020,JANAVIKASH MA VI TALDHUNGA,18.6,38.7,33.7,30.7,39.8,46.4,0,2,13,3,18,40,31
Kavre,Bagmati,Hill,Central,1691,27021,JANAK MA VI KAFLETHOK,30,50.3,61.3,40.4,50.8,48.4,0,25,32,2,59,6,90.8
Kavre,Bagmati,Hill,Central,1692,27022,SHANKHESWOR MAHALAXMI MA VI SANKHU,25.4,37.7,36.5,26.4,38.3,42.8,0,5,18,0,23,22,51.1
Kavre,Bagmati,Hill,Central,1693,27023,TAPESWOR MA VI DEUPUR THADAKOL,28.9,54.4,51.1,37.3,52.2,51.1,1,16,26,0,43,10,81.1
Kavre,Bagmati,Hill,Central,1694,27024,SHREEKHANDAPUR MA VI SHREEKHANDAPUR,26.8,52.4,45.8,34.2,43.8,47.8,0,8,29,0,37,16,69.8
Kavre,Bagmati,Hill,Central,1695,27025,BHUMESTHAN MA VI BIRTA DEURALI,28.2,49.9,38.2,29.1,45.4,37.8,0,1,37,3,41,7,85.4
Kavre,Bagmati,Hill,Central,1696,27026,PANCHAKANYA MA VI WALTING,26,50.4,41.8,27.6,45.5,36.5,0,5,21,10,36,10,78.3
Kavre,Bagmati,Hill,Central,1697,27027,CHAITANYA MA VI BANEPA,28,58.9,56.1,38.6,57.1,43.9,0,30,18,0,48,8,85.7
Kavre,Bagmati,Hill,Central,1698,27028,PRAGATI PRABHAT MA VI PULBAZAR,45.8,57.2,48.9,39.9,60.7,53.3,0,6,10,0,16,0,100
Kavre,Bagmati,Hill,Central,1699,27029,AJAD MA VI BALUWA,23.4,52.5,37.1,35,49.9,46.4,0,6,26,0,32,29,52.5
Kavre,Bagmati,Hill,Central,1700,27030,KHANDA DEVI MA VI KILPU,28.3,48.1,32.7,28.5,45.6,37.2,0,3,45,4,52,23,69.3
Kavre,Bagmati,Hill,Central,1701,27031,BHALESWOR MA VI MALPI,30.1,64.2,37.8,38.4,54.1,47.2,0,13,8,0,21,15,58.3
Kavre,Bagmati,Hill,Central,1702,27032,ROSI MA VI KANTUNJEBESHI,33.7,51.2,56.6,30.8,50.8,48.1,0,16,31,0,47,6,88.7
Kavre,Bagmati,Hill,Central,1703,27033,HANUMAN MA VI PATLEKHET,23.3,52.5,28.5,31,41.4,35.9,0,2,27,1,30,38,44.1
Kavre,Bagmati,Hill,Central,1704,27034,SARASWOTI MA VI GOTHPANI,30.5,55.4,53.1,40.1,53.5,43.9,0,23,28,1,52,4,92.9
Kavre,Bagmati,Hill,Central,1705,27035,MATHURAPATI MA VI PHULBARI,21.1,42.1,35.6,33.8,40.4,50.5,0,3,7,0,10,25,28.6
Kavre,Bagmati,Hill,Central,1706,27036,GANGA DEVI MA VI OPI,19.8,47.8,16.2,24,37.6,26.4,0,0,3,0,3,14,17.6
Kavre,Bagmati,Hill,Central,1707,27037,PURNA SANJIBANI MA VI DHULIKHEL,18.6,38.3,33.4,22.8,45.4,35.3,0,8,26,2,36,55,39.1
Kavre,Bagmati,Hill,Central,1708,27038,SHIKSHA SADAN MA VI BANEPA,26.2,58,32,32.3,50.7,51.3,1,8,22,0,31,43,41.9
Kavre,Bagmati,Hill,Central,1709,27039,SARASWOTI MA VI BHUGDEO,24,42.5,23.2,26.7,37.6,31.6,0,1,3,1,5,11,31.3
Kavre,Bagmati,Hill,Central,1710,27040,DULALESWOR MA VI DOLALGHAT,41.4,44.8,45,30.1,44.1,46.4,0,2,13,0,15,0,100
Kavre,Bagmati,Hill,Central,1711,27041,BAGDEVI MA VI JAMDI,35,51.8,50.9,35.4,46.8,47.4,0,22,42,0,64,1,98.5
Kavre,Bagmati,Hill,Central,1712,27042,MAHENDRA MA VI MADANKUDARI,35,54.5,52.4,36.4,51.7,41.7,0,20,55,5,80,4,95.2
Kavre,Bagmati,Hill,Central,1713,27043,KALIKA MA VI BATASE,30.8,58.1,60.9,38.9,48,53.8,0,11,12,0,23,1,95.8
Kavre,Bagmati,Hill,Central,1714,27044,NARAYANSTHAN MA VI NARAYANSTHAN,39.3,50,35.8,30.5,41.3,39.2,0,2,40,12,54,11,83.1
Kavre,Bagmati,Hill,Central,1715,27045,CHAKRESWAR MA VI CHYAMRANG,35.3,55.8,29.7,32.9,48.4,39.7,0,3,14,0,17,11,60.7
Kavre,Bagmati,Hill,Central,1716,27046,SIDDHARTHA ENGLISH MA VI BANEPA,60.4,60.7,76.9,57.7,61.5,62,11,48,0,0,59,0,100
Kavre,Bagmati,Hill,Central,1717,27047,HIMALAYA MA VI BANEPA,21.8,46.2,30.4,27.6,40.4,42.4,0,7,11,0,18,29,38.3
Kavre,Bagmati,Hill,Central,1718,27048,KAVERE MA VI BANEPA,58.2,62.5,78.1,56,68.9,54.7,24,56,0,0,80,0,100
Kavre,Bagmati,Hill,Central,1719,27049,JANA CHETANA MA VI SARSYUKHARKA,38.1,51.4,42.1,29.3,40.3,39.9,0,7,32,4,43,9,82.7
Kavre,Bagmati,Hill,Central,1720,27050,ATMA BIKASH MA VI CHAYASINGKHARKA,26.5,49.6,28.3,30.1,43.7,35.3,0,3,8,1,12,17,41.4
Kavre,Bagmati,Hill,Central,1721,27051,SETIDEVI MA VI CHAUBAS-9,37.1,56.5,69.1,42,47.6,48.9,0,7,3,0,10,0,100
Kavre,Bagmati,Hill,Central,1722,27052,PUNYA MA VI PANAUTI,27.5,58.8,30.4,32.1,45.7,42.3,0,4,29,1,34,29,54
Kavre,Bagmati,Hill,Central,1723,27053,BHUME MA VI SARMATHALI,29.3,47.2,49.3,32.1,40.8,41.5,0,7,25,3,35,10,77.8
Kavre,Bagmati,Hill,Central,1724,27054,SAPANESHWAR MA VI TUKUCHA,25.4,47.1,27.6,24.8,41.6,26.7,0,11,15,0,26,15,63.4
Kavre,Bagmati,Hill,Central,1725,27055,SETI DEVI MA VI RABIGAUN,18.8,45.3,20.6,24.7,36,42.8,0,4,6,0,10,29,25.6
Kavre,Bagmati,Hill,Central,1726,27056,JANATA MA VI HOKSE,23.6,58.7,39.3,37.6,51.2,48.3,0,9,3,0,12,15,44.4
Kavre,Bagmati,Hill,Central,1727,27057,SETIDEVI MA VI RITHTHE,35.8,48.4,67.8,42.5,46.8,48.4,0,13,13,0,26,0,100
Kavre,Bagmati,Hill,Central,1728,27058,JAGRITI MA VI CHAURI KAURENI,41.3,50.8,53.2,39,48.1,42.3,0,8,24,1,33,1,97.1
Kavre,Bagmati,Hill,Central,1729,27059,KAMALA DEVI JANAPRIYA MA VI KHYAKU,26,42.5,35.5,34.5,44.4,51,0,4,11,0,15,20,42.9
Kavre,Bagmati,Hill,Central,1730,27060,LAXMI NARAYAN MA VI NARAYANCHOUR,29.3,58,56.2,39.9,48,47.5,0,18,37,1,56,6,90.3
Kavre,Bagmati,Hill,Central,1731,27061,MAHAKALI MA VI SARWAJHANG CHAINPUR,29.2,54.7,60,37.2,51.2,47.2,0,25,52,0,77,9,89.5
Kavre,Bagmati,Hill,Central,1732,27062,SHANTI NIKETAN MA VI RYALE,25.6,48.6,44.6,38.4,51.3,44.1,0,11,22,0,33,31,51.6
Kavre,Bagmati,Hill,Central,1733,27063,JANA KALYAN MA VI GHARTICHAP,23.1,40.2,38.6,24.2,34.9,34.6,0,1,8,6,15,14,51.7
Kavre,Bagmati,Hill,Central,1734,27064,NAVA RATNA ENGLISH MA VI PANUTI,56,56.5,69.3,42.6,57,38.9,1,21,0,0,22,0,100
Kavre,Bagmati,Hill,Central,1735,27065,BAL BATIKA BIDHYA MANDIR TINDOBATO BANEPA,56.8,52.9,69.3,49.8,56.1,56.2,7,46,1,0,54,0,100
Kavre,Bagmati,Hill,Central,1736,27066,CHANDENI MA VI TIMALSINAGAUN,31.1,51.8,60.9,34.5,46.7,44.3,0,13,31,0,44,6,88
Kavre,Bagmati,Hill,Central,1737,27067,SIDDHARTHA VANASTHALI INSTITUTE AANANDABATIKA PANAUTI,65.7,70.5,81.2,46.5,73.7,41.9,5,30,0,0,35,0,100
Kavre,Bagmati,Hill,Central,1738,27068,RAM MA VI KOSHIDEKHA,28.5,49.6,56.1,36.3,45.9,46.5,0,6,19,0,25,5,83.3
Kavre,Bagmati,Hill,Central,1739,27069,JANAHIT MA VI KHANALTHOK,17.7,48.9,38.4,32.4,39.5,42.2,0,7,7,0,14,33,29.8
Kavre,Bagmati,Hill,Central,1740,27070,DHULIKHEL ENGLISH AWASIYA MA VI DHULIKHEL,51.9,54,84.2,46,76.6,58.6,6,21,0,0,27,0,100
Kavre,Bagmati,Hill,Central,1741,27071,MOUNT VIEW ENGLISH BOARDING SCHOOL DHULIKHEL,45.3,48.5,71.5,33.2,70.3,45.2,0,9,4,0,13,0,100
Kavre,Bagmati,Hill,Central,1742,27072,PALANCHOK BHAGAWATI MA VI BHAGAWATISTHAN,21.4,41.3,43.1,26.9,37.5,40.1,0,2,10,0,12,19,38.7
Kavre,Bagmati,Hill,Central,1743,27073,SANJIWANI ENGLISH SCHOOL DHULIKHEL,58.8,73.6,73,55,64.6,55.5,4,12,0,0,16,0,100
Kavre,Bagmati,Hill,Central,1744,27074,SHARADA MA VI PANAUTI,34.1,63.9,46.4,28.1,45.6,34.3,0,11,42,0,53,6,89.8
Kavre,Bagmati,Hill,Central,1745,27075,BUDDHA HIMALAYA MA VI MAJHIPHEDA,25.3,45,40.7,30.1,43.4,37.8,0,1,18,0,19,12,61.3
Kavre,Bagmati,Hill,Central,1746,27076,SPRING HILL MA VI NALA,27.5,62.6,41.8,32.9,55,44.2,1,15,10,0,26,31,45.6
Kavre,Bagmati,Hill,Central,1747,27077,NIGHTINGALE MA VI JANAGAL,50.1,55.1,49.5,41.7,58.7,48.1,1,20,8,0,29,2,93.5
Kavre,Bagmati,Hill,Central,1748,27078,GOLDEN FUTURE MA VI PANCHKHAL,44.5,67.6,57.9,50.5,60.5,50.5,13,55,18,0,86,1,98.9
Kavre,Bagmati,Hill,Central,1749,27079,GYAN SAROVAR MA VI BANEPA,60.7,76.7,85.2,57.1,79.8,55.2,6,7,0,0,13,0,100
Kavre,Bagmati,Hill,Central,1750,27080,BAL NIKETAN MA VI BANEPA,47.9,66.7,74.1,57.1,70.1,52,1,22,4,0,27,0,100
Kavre,Bagmati,Hill,Central,1751,27081,PANCHAKUMARI MA VI BANEPA,37.4,49.7,51.3,35.7,54.2,43.9,1,22,13,0,36,3,92.3
Kavre,Bagmati,Hill,Central,1752,27082,BAGDEVI MA VI SALLE MULABARI,19.3,44,26.3,25,30.8,38,0,3,10,0,13,26,33.3
Kavre,Bagmati,Hill,Central,1753,27083,NAMO BUDDHA ENGLISH BOARDING SCHOOL SHANKHU,46.3,70.7,71.5,51.4,58.5,56.3,5,30,5,0,40,0,100
Kavre,Bagmati,Hill,Central,1754,27084,LAXMI NARAYAN MA VI SHYAMPATI,23.9,41.1,37.6,34,41.9,48.3,0,7,25,1,33,27,55
Kavre,Bagmati,Hill,Central,1755,27085,UMA SAHA SHIKSHYALAYA MA VI CHANDENI,22.8,45.1,52.3,30.3,40.7,43.7,0,4,18,1,23,23,50
Kavre,Bagmati,Hill,Central,1756,27086,BAL ADARSHA MA VI PANAUTI KHOPASI,27.1,41.9,44.8,35.1,42.6,50.1,0,5,13,2,20,14,58.8
Kavre,Bagmati,Hill,Central,1757,27087,GANESH BHARATI MA VI MAHENDRAJYOTI VDC,21.2,56,37.3,40.2,55.5,35.3,0,4,4,0,8,17,32
Kavre,Bagmati,Hill,Central,1758,27088,VIDHYA SAGAR ENGLISH MA VI BHOLAKHA BANEPA,63.3,63.4,77.9,53.2,58.6,60.6,13,44,1,0,58,1,98.3
Kavre,Bagmati,Hill,Central,1759,27089,SURYODAYA AWASIYA MA VI PANAUTI,56.7,65.4,68.7,44.9,71,46.7,0,7,0,0,7,0,100
Kavre,Bagmati,Hill,Central,1760,27090,ARUNODAYA ENGLISH AWASIYA MA VI PANAUTI,52.3,61.8,67.1,52,61.3,51.7,3,16,4,0,23,0,100
Kavre,Bagmati,Hill,Central,1761,27091,JORPATI MA VI TINPIPLE,19.2,51.1,26.1,32.9,50.1,43.6,0,1,10,0,11,25,30.6
